inputID,input,isEmpty,getSize,getAll,getFirst,getSecondLast,getLast,avg
159,"[7, 5, 4, 5, 6, 4, 6, 3, 3, 1, 7, 8]",False,12,"[7, 5, 4, 5, 6, 4, 6, 3, 3, 1, 7, 8]",7,8,8,4.916666666666667
160,"[3, 3, 2, 1, 1, 7, 9, 4, 6, 3, 4]",False,11,"[3, 3, 2, 1, 1, 7, 9, 4, 6, 3, 4]",3,4,4,3.909090909090909
161,"[6, 8]",False,2,"[6, 8]",6,8,8,7.0
162,"[0, 9, 8, 3, 3, 4, 1, 8]",False,8,"[0, 9, 8, 3, 3, 4, 1, 8]",0,8,8,4.5
163,"[1, 4, 0, 5, 6, 0]",False,6,"[1, 4, 0, 5, 6, 0]",1,0,0,2.6666666666666665
164,"[2, 2, 4, 8, 3, 8, 2, 4, 8, 5, 3, 6, 0, 6, 7, 9, 3, 2]",False,18,"[2, 2, 4, 8, 3, 8, 2, 4, 8, 5, 3, 6, 0, 6, 7, 9, 3, 2]",2,2,2,4.555555555555555
165,"[1, 2, 1, 7, 3, 3, 3, 2, 5, 6]",False,10,"[1, 2, 1, 7, 3, 3, 3, 2, 5, 6]",1,6,6,3.3
166,"[1, 0, 3, 7, 5]",False,5,"[1, 0, 3, 7, 5]",1,5,5,3.2
167,"[4, 5, 5, 6, 7, 5, 3, 3, 8, 1, 0, 7, 4, 4, 1]",False,15,"[4, 5, 5, 6, 7, 5, 3, 3, 8, 1, 0, 7, 4, 4, 1]",4,1,1,4.2
168,"[0, 4, 4, 1, 1, 8, 9, 1, 8, 9, 5]",False,11,"[0, 4, 4, 1, 1, 8, 9, 1, 8, 9, 5]",0,5,5,4.545454545454546
169,"[1, 7]",False,2,"[1, 7]",1,7,7,4.0
170,"[8, 8, 9, 0, 6, 1]",False,6,"[8, 8, 9, 0, 6, 1]",8,1,1,5.333333333333333
171,"[8, 2, 1, 2, 4, 1, 6, 2, 4, 6, 0, 0, 6]",False,13,"[8, 2, 1, 2, 4, 1, 6, 2, 4, 6, 0, 0, 6]",8,6,6,3.230769230769231
172,"[3, 5, 3, 9]",False,4,"[3, 5, 3, 9]",3,9,9,5.0
173,"[4, 8, 7, 9, 2, 0, 6, 4, 1, 8, 3, 0, 0, 1, 6, 2]",False,16,"[4, 8, 7, 9, 2, 0, 6, 4, 1, 8, 3, 0, 0, 1, 6, 2]",4,2,2,3.8125
174,"[3, 2, 6, 2, 0, 7, 8, 3, 6, 6, 2]",False,11,"[3, 2, 6, 2, 0, 7, 8, 3, 6, 6, 2]",3,2,2,4.090909090909091
175,"[0, 8, 3, 8, 2, 2, 1, 3, 8, 3, 7, 3, 8, 0, 9, 0, 1, 8, 2, 8]",False,20,"[0, 8, 3, 8, 2, 2, 1, 3, 8, 3, 7, 3, 8, 0, 9, 0, 1, 8, 2, 8]",0,8,8,4.2
176,"[3, 7, 4, 1]",False,4,"[3, 7, 4, 1]",3,1,1,3.75
177,"[2, 6, 2, 6, 0, 1, 5, 7, 9, 6, 0, 2, 8, 5, 3, 4]",False,16,"[2, 6, 2, 6, 0, 1, 5, 7, 9, 6, 0, 2, 8, 5, 3, 4]",2,4,4,4.125
178,"[3, 0, 5, 3, 3, 1, 6]",False,7,"[3, 0, 5, 3, 3, 1, 6]",3,6,6,3.0
179,"[2, 5, 1, 1, 6, 7, 2, 5, 3, 4, 0, 1, 0, 0, 8, 6, 9, 1]",False,18,"[2, 5, 1, 1, 6, 7, 2, 5, 3, 4, 0, 1, 0, 0, 8, 6, 9, 1]",2,1,1,3.388888888888889
1,"[6, 9, 9, 6, 2, 7, 7, 7, 7]",False,9,"[6, 9, 9, 6, 2, 7, 7, 7, 7]",6,7,7,6.666666666666667
2,"[1, 4, 2, 3, 5, 3, 1, 8, 2, 2, 9, 2, 9, 6, 2, 0, 0, 0, 5, 6]",False,20,"[1, 4, 2, 3, 5, 3, 1, 8, 2, 2, 9, 2, 9, 6, 2, 0, 0, 0, 5, 6]",1,6,6,3.5
3,"[1, 5]",False,2,"[1, 5]",1,5,5,3.0
4,"[8, 4, 8, 4, 3, 4, 4, 1, 7, 8, 2, 7, 5, 1, 1, 1, 1, 3]",False,18,"[8, 4, 8, 4, 3, 4, 4, 1, 7, 8, 2, 7, 5, 1, 1, 1, 1, 3]",8,3,3,4.0
5,"[1, 9, 2, 5]",False,4,"[1, 9, 2, 5]",1,5,5,4.25
6,"[5, 8, 1, 5, 9, 1, 7, 9, 6, 2, 7, 6, 5, 5, 4]",False,15,"[5, 8, 1, 5, 9, 1, 7, 9, 6, 2, 7, 6, 5, 5, 4]",5,4,4,5.333333333333333
7,"[8, 3, 6, 6, 3, 6, 5, 5, 6, 6, 6, 0, 1, 6, 3, 0, 5]",False,17,"[8, 3, 6, 6, 3, 6, 5, 5, 6, 6, 6, 0, 1, 6, 3, 0, 5]",8,5,5,4.411764705882353
8,"[1, 4, 4, 3, 3, 0, 1, 5, 2, 7, 5, 3, 9]",False,13,"[1, 4, 4, 3, 3, 0, 1, 5, 2, 7, 5, 3, 9]",1,9,9,3.6153846153846154
9,"[9, 9, 8, 0, 8, 0, 5]",False,7,"[9, 9, 8, 0, 8, 0, 5]",9,5,5,5.571428571428571
10,"[4, 5, 8, 6, 7, 0, 0, 9, 5, 9, 3, 2, 5]",False,13,"[4, 5, 8, 6, 7, 0, 0, 9, 5, 9, 3, 2, 5]",4,5,5,4.846153846153846
11,"[2, 2, 9, 8, 1, 0, 6, 2, 6, 9]",False,10,"[2, 2, 9, 8, 1, 0, 6, 2, 6, 9]",2,9,9,4.5
12,"[4, 3, 9, 8, 3, 9, 8, 0, 9, 4, 8, 1, 6]",False,13,"[4, 3, 9, 8, 3, 9, 8, 0, 9, 4, 8, 1, 6]",4,6,6,5.538461538461538
13,"[9, 2, 6, 3]",False,4,"[9, 2, 6, 3]",9,3,3,5.0
14,"[6, 3, 9, 4, 1, 7, 9, 8]",False,8,"[6, 3, 9, 4, 1, 7, 9, 8]",6,8,8,5.875
15,"[9, 3, 0, 8, 5, 5, 1, 5]",False,8,"[9, 3, 0, 8, 5, 5, 1, 5]",9,5,5,4.5
16,"[3, 8, 5, 3, 6, 7, 7, 1, 5, 8, 4, 0, 7, 6, 5, 2, 3, 2, 7, 8]",False,20,"[3, 8, 5, 3, 6, 7, 7, 1, 5, 8, 4, 0, 7, 6, 5, 2, 3, 2, 7, 8]",3,8,8,4.85
17,"[5, 4, 1, 3, 9, 5, 9, 0, 6, 9, 9, 6, 5]",False,13,"[5, 4, 1, 3, 9, 5, 9, 0, 6, 9, 9, 6, 5]",5,5,5,5.461538461538462
18,"[9, 6, 4, 1, 1, 8, 8, 5, 2, 4, 3, 1, 0]",False,13,"[9, 6, 4, 1, 1, 8, 8, 5, 2, 4, 3, 1, 0]",9,0,0,4.0
19,"[5, 3, 9, 0, 8, 2, 6, 7, 9, 0, 5, 1, 6, 5]",False,14,"[5, 3, 9, 0, 8, 2, 6, 7, 9, 0, 5, 1, 6, 5]",5,5,5,4.714285714285714
20,"[4, 5, 1, 4, 2]",False,5,"[4, 5, 1, 4, 2]",4,2,2,3.2
21,"[8, 4, 7, 9, 9]",False,5,"[8, 4, 7, 9, 9]",8,9,9,7.4
22,"[1, 9, 2, 7, 8, 2, 6, 5, 0, 7, 6, 3, 4, 6, 5, 9, 3, 0, 7]",False,19,"[1, 9, 2, 7, 8, 2, 6, 5, 0, 7, 6, 3, 4, 6, 5, 9, 3, 0, 7]",1,7,7,4.7368421052631575
23,"[0, 4, 6, 2, 0, 8, 9, 9]",False,8,"[0, 4, 6, 2, 0, 8, 9, 9]",0,9,9,4.75
24,"[2, 4, 6, 1, 6, 2, 6, 7, 4, 4, 8, 7, 3, 9, 9, 6, 7, 8]",False,18,"[2, 4, 6, 1, 6, 2, 6, 7, 4, 4, 8, 7, 3, 9, 9, 6, 7, 8]",2,8,8,5.5
25,"[6, 3, 8]",False,3,"[6, 3, 8]",6,8,8,5.666666666666667
26,"[4, 6, 4, 0, 5, 8, 1, 9, 7, 8, 8, 6, 3, 5, 5]",False,15,"[4, 6, 4, 0, 5, 8, 1, 9, 7, 8, 8, 6, 3, 5, 5]",4,5,5,5.266666666666667
27,"[9, 1, 0, 7]",False,4,"[9, 1, 0, 7]",9,7,7,4.25
28,"[2, 5, 7, 6, 6, 0, 3, 5, 4, 4, 0, 3]",False,12,"[2, 5, 7, 6, 6, 0, 3, 5, 4, 4, 0, 3]",2,3,3,3.75
29,"[6, 0, 4, 2, 6, 9, 5, 3, 7, 5, 0, 1, 9, 7, 8, 5]",False,16,"[6, 0, 4, 2, 6, 9, 5, 3, 7, 5, 0, 1, 9, 7, 8, 5]",6,5,5,4.8125
30,"[8, 8, 1, 6, 2, 6, 9, 4, 2, 9, 9]",False,11,"[8, 8, 1, 6, 2, 6, 9, 4, 2, 9, 9]",8,9,9,5.818181818181818
31,"[9, 6, 8, 8, 7, 1, 7, 6, 8, 4, 9, 3, 4, 3, 4, 3, 8, 3, 6]",False,19,"[9, 6, 8, 8, 7, 1, 7, 6, 8, 4, 9, 3, 4, 3, 4, 3, 8, 3, 6]",9,6,6,5.631578947368421
32,"[2, 7, 7, 0, 5, 4, 2]",False,7,"[2, 7, 7, 0, 5, 4, 2]",2,2,2,3.857142857142857
33,"[9, 7, 9, 6, 3, 3, 4, 0, 8, 9, 2, 0, 1, 4, 0]",False,15,"[9, 7, 9, 6, 3, 3, 4, 0, 8, 9, 2, 0, 1, 4, 0]",9,0,0,4.333333333333333
34,"[6, 8, 0, 9, 4, 6, 4, 8, 7, 9, 5, 2, 5, 7, 0, 6]",False,16,"[6, 8, 0, 9, 4, 6, 4, 8, 7, 9, 5, 2, 5, 7, 0, 6]",6,6,6,5.375
35,"[6, 6, 2, 9, 8, 7, 8, 4, 0, 7, 7, 2, 0, 7, 7, 2, 5]",False,17,"[6, 6, 2, 9, 8, 7, 8, 4, 0, 7, 7, 2, 0, 7, 7, 2, 5]",6,5,5,5.117647058823529
36,"[4, 0, 2, 1, 9]",False,5,"[4, 0, 2, 1, 9]",4,9,9,3.2
37,"[1, 1, 7, 8, 5, 5, 1, 4, 4, 8, 2, 4, 3, 0, 9, 8, 2, 4]",False,18,"[1, 1, 7, 8, 5, 5, 1, 4, 4, 8, 2, 4, 3, 0, 9, 8, 2, 4]",1,4,4,4.222222222222222
38,"[3, 8, 2, 0, 0, 3, 5, 9, 8, 9]",False,10,"[3, 8, 2, 0, 0, 3, 5, 9, 8, 9]",3,9,9,4.7
39,"[3, 2, 2, 8, 5, 2, 8, 1, 3, 0]",False,10,"[3, 2, 2, 8, 5, 2, 8, 1, 3, 0]",3,0,0,3.4
40,"[6, 7, 5, 4, 4, 2, 7, 1, 4, 8, 9, 7, 1, 4, 2, 2, 1, 4, 1]",False,19,"[6, 7, 5, 4, 4, 2, 7, 1, 4, 8, 9, 7, 1, 4, 2, 2, 1, 4, 1]",6,1,1,4.157894736842105
41,"[2, 9, 8, 9, 9, 0, 7, 5, 1, 8, 8, 9, 0, 5]",False,14,"[2, 9, 8, 9, 9, 0, 7, 5, 1, 8, 8, 9, 0, 5]",2,5,5,5.714285714285714
42,[2],False,1,[2],2,2,2,2.0
43,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
44,"[5, 8, 2, 1, 9, 4, 7, 9, 3, 8]",False,10,"[5, 8, 2, 1, 9, 4, 7, 9, 3, 8]",5,8,8,5.6
45,"[8, 1, 1, 0, 5, 6, 6, 3, 5, 0, 3, 3, 5, 1, 5, 2, 2, 4, 9, 4]",False,20,"[8, 1, 1, 0, 5, 6, 6, 3, 5, 0, 3, 3, 5, 1, 5, 2, 2, 4, 9, 4]",8,4,4,3.65
46,"[3, 6, 5]",False,3,"[3, 6, 5]",3,5,5,4.666666666666667
47,"[3, 0, 1, 7, 9, 9, 5, 0, 6, 2, 5, 3, 3, 3, 3, 8, 6, 0, 1]",False,19,"[3, 0, 1, 7, 9, 9, 5, 0, 6, 2, 5, 3, 3, 3, 3, 8, 6, 0, 1]",3,1,1,3.8947368421052633
48,"[9, 0, 1, 7, 6, 5, 4, 1, 4, 2, 7]",False,11,"[9, 0, 1, 7, 6, 5, 4, 1, 4, 2, 7]",9,7,7,4.181818181818182
49,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
50,"[1, 6, 4, 8, 3, 7, 1, 7, 3, 7, 3, 6, 9, 4, 4, 2, 1]",False,17,"[1, 6, 4, 8, 3, 7, 1, 7, 3, 7, 3, 6, 9, 4, 4, 2, 1]",1,1,1,4.470588235294118
51,"[6, 2, 9, 9, 0, 2, 3, 1, 2, 5, 6]",False,11,"[6, 2, 9, 9, 0, 2, 3, 1, 2, 5, 6]",6,6,6,4.090909090909091
52,"[6, 9, 4, 1, 5, 7, 6, 6, 9, 2]",False,10,"[6, 9, 4, 1, 5, 7, 6, 6, 9, 2]",6,2,2,5.5
53,"[9, 8, 3, 4]",False,4,"[9, 8, 3, 4]",9,4,4,6.0
54,"[1, 1, 7, 0, 0, 4, 4, 3, 9, 8, 8, 9, 2, 4, 5, 2, 9, 9, 8, 1]",False,20,"[1, 1, 7, 0, 0, 4, 4, 3, 9, 8, 8, 9, 2, 4, 5, 2, 9, 9, 8, 1]",1,1,1,4.7
55,"[5, 1, 8, 2, 3, 5, 1, 3, 2, 2]",False,10,"[5, 1, 8, 2, 3, 5, 1, 3, 2, 2]",5,2,2,3.2
56,"[7, 0, 9, 2, 3, 1, 0, 4, 7, 2, 1, 0, 9, 6]",False,14,"[7, 0, 9, 2, 3, 1, 0, 4, 7, 2, 1, 0, 9, 6]",7,6,6,3.642857142857143
57,"[6, 9, 9, 4, 6, 8, 9, 1, 2, 3, 4, 1, 9, 7, 1, 7, 8, 0, 3]",False,19,"[6, 9, 9, 4, 6, 8, 9, 1, 2, 3, 4, 1, 9, 7, 1, 7, 8, 0, 3]",6,3,3,5.105263157894737
58,"[9, 4, 7, 1, 2, 2]",False,6,"[9, 4, 7, 1, 2, 2]",9,2,2,4.166666666666667
59,"[7, 3, 5, 7, 8, 1, 9, 3, 1, 3, 2]",False,11,"[7, 3, 5, 7, 8, 1, 9, 3, 1, 3, 2]",7,2,2,4.454545454545454
60,"[5, 7, 3, 4, 8, 6, 3]",False,7,"[5, 7, 3, 4, 8, 6, 3]",5,3,3,5.142857142857143
61,"[7, 3, 3, 9, 0]",False,5,"[7, 3, 3, 9, 0]",7,0,0,4.4
62,"[5, 7, 5, 8, 3, 8, 8, 0, 8, 2, 4, 6, 7]",False,13,"[5, 7, 5, 8, 3, 8, 8, 0, 8, 2, 4, 6, 7]",5,7,7,5.461538461538462
63,"[8, 2, 8, 9, 0, 0, 6, 5, 0, 7, 0, 7, 2, 1]",False,14,"[8, 2, 8, 9, 0, 0, 6, 5, 0, 7, 0, 7, 2, 1]",8,1,1,3.9285714285714284
64,"[4, 0, 3, 2, 4, 1, 9, 4, 7, 2, 4, 0, 5, 6, 3, 7, 6, 6, 4]",False,19,"[4, 0, 3, 2, 4, 1, 9, 4, 7, 2, 4, 0, 5, 6, 3, 7, 6, 6, 4]",4,4,4,4.052631578947368
65,"[5, 7, 9, 0, 4, 9, 3, 9, 1, 4]",False,10,"[5, 7, 9, 0, 4, 9, 3, 9, 1, 4]",5,4,4,5.1
66,"[5, 9]",False,2,"[5, 9]",5,9,9,7.0
67,"[0, 8, 7, 8, 8, 0, 1, 5, 0, 0, 9, 8, 0, 2]",False,14,"[0, 8, 7, 8, 8, 0, 1, 5, 0, 0, 9, 8, 0, 2]",0,2,2,4.0
68,"[6, 7, 6, 2, 6, 4, 6, 8, 1]",False,9,"[6, 7, 6, 2, 6, 4, 6, 8, 1]",6,1,1,5.111111111111111
69,"[9, 7, 9, 6, 8, 7, 4, 3]",False,8,"[9, 7, 9, 6, 8, 7, 4, 3]",9,3,3,6.625
70,"[7, 0, 6, 6, 9, 6, 8, 4, 7, 0, 4, 3, 1, 8, 6, 1, 1]",False,17,"[7, 0, 6, 6, 9, 6, 8, 4, 7, 0, 4, 3, 1, 8, 6, 1, 1]",7,1,1,4.529411764705882
71,"[9, 7, 6, 3, 8, 8, 7, 6, 9, 5, 7, 0, 8, 1, 6, 9, 8, 8]",False,18,"[9, 7, 6, 3, 8, 8, 7, 6, 9, 5, 7, 0, 8, 1, 6, 9, 8, 8]",9,8,8,6.388888888888889
72,"[6, 1]",False,2,"[6, 1]",6,1,1,3.5
73,"[7, 6]",False,2,"[7, 6]",7,6,6,6.5
74,"[5, 8, 8, 8, 0, 5, 4, 3, 3, 2, 5, 3, 6, 0, 4, 2, 2, 2]",False,18,"[5, 8, 8, 8, 0, 5, 4, 3, 3, 2, 5, 3, 6, 0, 4, 2, 2, 2]",5,2,2,3.888888888888889
75,"[9, 8, 1, 3, 0, 6, 2, 3]",False,8,"[9, 8, 1, 3, 0, 6, 2, 3]",9,3,3,4.0
76,"[9, 0, 2, 9, 7, 7, 4, 2, 2]",False,9,"[9, 0, 2, 9, 7, 7, 4, 2, 2]",9,2,2,4.666666666666667
77,"[9, 4]",False,2,"[9, 4]",9,4,4,6.5
78,"[1, 4, 2, 4, 9, 5, 3, 7]",False,8,"[1, 4, 2, 4, 9, 5, 3, 7]",1,7,7,4.375
79,"[9, 2, 2, 7]",False,4,"[9, 2, 2, 7]",9,7,7,5.0
80,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
81,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
82,"[1, 3, 3, 1, 6, 9, 0, 9, 7, 0]",False,10,"[1, 3, 3, 1, 6, 9, 0, 9, 7, 0]",1,0,0,3.9
83,"[9, 7, 4, 0, 4, 1, 1, 3, 1, 3, 1, 2, 8, 2]",False,14,"[9, 7, 4, 0, 4, 1, 1, 3, 1, 3, 1, 2, 8, 2]",9,2,2,3.2857142857142856
84,"[9, 6, 1, 1, 6, 9, 6, 2, 0, 9, 8]",False,11,"[9, 6, 1, 1, 6, 9, 6, 2, 0, 9, 8]",9,8,8,5.181818181818182
85,"[2, 0, 7, 4, 1, 2, 1, 6, 0, 7, 3, 6, 6, 0, 2, 5, 9]",False,17,"[2, 0, 7, 4, 1, 2, 1, 6, 0, 7, 3, 6, 6, 0, 2, 5, 9]",2,9,9,3.588235294117647
86,[8],False,1,[8],8,8,8,8.0
87,"[9, 3, 9, 6, 9, 3, 3, 6, 2, 2, 1, 7, 4, 3, 1, 8]",False,16,"[9, 3, 9, 6, 9, 3, 3, 6, 2, 2, 1, 7, 4, 3, 1, 8]",9,8,8,4.75
88,"[6, 3, 7, 1, 2, 4, 2, 4, 4, 8, 4, 7, 7, 9, 2, 6, 5]",False,17,"[6, 3, 7, 1, 2, 4, 2, 4, 4, 8, 4, 7, 7, 9, 2, 6, 5]",6,5,5,4.764705882352941
89,"[1, 8, 7, 7, 7, 0, 6, 6, 2, 1, 3, 2, 8, 5, 0, 7, 5, 5, 8, 2]",False,20,"[1, 8, 7, 7, 7, 0, 6, 6, 2, 1, 3, 2, 8, 5, 0, 7, 5, 5, 8, 2]",1,2,2,4.5
90,"[4, 5, 0]",False,3,"[4, 5, 0]",4,0,0,3.0
91,"[6, 1, 4, 3, 3, 9, 3, 8, 4, 4, 9]",False,11,"[6, 1, 4, 3, 3, 9, 3, 8, 4, 4, 9]",6,9,9,4.909090909090909
92,"[8, 0, 5, 4, 3, 8, 3, 1, 2, 5]",False,10,"[8, 0, 5, 4, 3, 8, 3, 1, 2, 5]",8,5,5,3.9
93,"[8, 8, 6, 7, 0, 0, 6, 5, 0, 9, 5, 5]",False,12,"[8, 8, 6, 7, 0, 0, 6, 5, 0, 9, 5, 5]",8,5,5,4.916666666666667
94,"[4, 2, 0, 6, 6, 9, 5, 3, 7, 0, 4, 4, 6, 2, 5, 1, 3, 3, 0]",False,19,"[4, 2, 0, 6, 6, 9, 5, 3, 7, 0, 4, 4, 6, 2, 5, 1, 3, 3, 0]",4,0,0,3.6842105263157894
95,"[7, 6, 9, 9, 5, 0]",False,6,"[7, 6, 9, 9, 5, 0]",7,0,0,6.0
96,"[5, 6, 8]",False,3,"[5, 6, 8]",5,8,8,6.333333333333333
97,"[3, 9, 6, 6, 3, 3, 1, 8, 2, 7, 7, 6]",False,12,"[3, 9, 6, 6, 3, 3, 1, 8, 2, 7, 7, 6]",3,6,6,5.083333333333333
98,"[3, 4, 3, 1, 9, 9, 9, 7, 3, 1, 4, 0, 4, 1, 4, 9, 6, 5]",False,18,"[3, 4, 3, 1, 9, 9, 9, 7, 3, 1, 4, 0, 4, 1, 4, 9, 6, 5]",3,5,5,4.555555555555555
99,"[7, 3, 4, 3, 6, 1, 3, 1, 5, 5, 7, 7, 8, 9, 7, 2, 3, 0]",False,18,"[7, 3, 4, 3, 6, 1, 3, 1, 5, 5, 7, 7, 8, 9, 7, 2, 3, 0]",7,0,0,4.5
100,[7],False,1,[7],7,7,7,7.0
101,"[7, 1, 1, 4, 8, 5, 4, 0, 5, 9, 2]",False,11,"[7, 1, 1, 4, 8, 5, 4, 0, 5, 9, 2]",7,2,2,4.181818181818182
102,"[6, 1, 5, 8, 9, 1, 7, 3, 9, 6, 7, 2, 3]",False,13,"[6, 1, 5, 8, 9, 1, 7, 3, 9, 6, 7, 2, 3]",6,3,3,5.153846153846154
103,"[5, 0, 9, 8, 7, 3, 0, 3]",False,8,"[5, 0, 9, 8, 7, 3, 0, 3]",5,3,3,4.375
104,"[5, 9, 8, 1, 0, 8, 1, 5, 9, 7]",False,10,"[5, 9, 8, 1, 0, 8, 1, 5, 9, 7]",5,7,7,5.3
105,"[2, 5, 1, 3, 8, 5, 7, 3, 7, 3, 9, 8, 1]",False,13,"[2, 5, 1, 3, 8, 5, 7, 3, 7, 3, 9, 8, 1]",2,1,1,4.769230769230769
106,"[2, 1, 9, 6, 4, 9, 9, 6, 1, 7, 8]",False,11,"[2, 1, 9, 6, 4, 9, 9, 6, 1, 7, 8]",2,8,8,5.636363636363637
107,"[7, 6, 2, 9, 3, 2, 9, 3, 2, 0, 3, 3, 5, 4, 4, 3, 9, 7, 1]",False,19,"[7, 6, 2, 9, 3, 2, 9, 3, 2, 0, 3, 3, 5, 4, 4, 3, 9, 7, 1]",7,1,1,4.315789473684211
108,"[8, 7, 3, 7, 4, 9, 6, 1, 8, 6, 4, 4]",False,12,"[8, 7, 3, 7, 4, 9, 6, 1, 8, 6, 4, 4]",8,4,4,5.583333333333333
109,"[7, 2, 9, 3, 4, 9, 5, 7, 7, 4, 4, 5]",False,12,"[7, 2, 9, 3, 4, 9, 5, 7, 7, 4, 4, 5]",7,5,5,5.5
110,"[0, 1, 1, 7, 6, 4, 2, 9, 5, 9, 1, 6, 7, 2, 1]",False,15,"[0, 1, 1, 7, 6, 4, 2, 9, 5, 9, 1, 6, 7, 2, 1]",0,1,1,4.066666666666666
111,"[0, 2, 0, 3, 0, 9, 9, 9, 4, 0, 2, 8, 3, 6]",False,14,"[0, 2, 0, 3, 0, 9, 9, 9, 4, 0, 2, 8, 3, 6]",0,6,6,3.9285714285714284
112,"[0, 7, 7, 3, 4]",False,5,"[0, 7, 7, 3, 4]",0,4,4,4.2
113,"[9, 0, 2, 7, 1, 2]",False,6,"[9, 0, 2, 7, 1, 2]",9,2,2,3.5
114,"[0, 2, 7, 5, 8, 1, 8, 0, 4, 6, 5, 0, 0, 0]",False,14,"[0, 2, 7, 5, 8, 1, 8, 0, 4, 6, 5, 0, 0, 0]",0,0,0,3.2857142857142856
115,"[8, 1, 6, 4, 4, 9, 6, 0]",False,8,"[8, 1, 6, 4, 4, 9, 6, 0]",8,0,0,4.75
116,"[9, 1, 4, 1]",False,4,"[9, 1, 4, 1]",9,1,1,3.75
117,"[3, 9, 2, 9, 6, 2]",False,6,"[3, 9, 2, 9, 6, 2]",3,2,2,5.166666666666667
118,"[0, 2, 2, 9, 2, 3, 0]",False,7,"[0, 2, 2, 9, 2, 3, 0]",0,0,0,2.5714285714285716
119,"[4, 4, 6, 1, 3, 5, 3, 4, 4, 6, 8, 2, 3, 1, 1, 8, 5, 9, 4, 9]",False,20,"[4, 4, 6, 1, 3, 5, 3, 4, 4, 6, 8, 2, 3, 1, 1, 8, 5, 9, 4, 9]",4,9,9,4.5
120,"[6, 4]",False,2,"[6, 4]",6,4,4,5.0
121,"[1, 7, 3, 2, 6, 0, 3]",False,7,"[1, 7, 3, 2, 6, 0, 3]",1,3,3,3.142857142857143
122,[1],False,1,[1],1,1,1,1.0
123,"[7, 3, 6, 5, 1, 8, 6, 9]",False,8,"[7, 3, 6, 5, 1, 8, 6, 9]",7,9,9,5.625
124,"[5, 3, 4]",False,3,"[5, 3, 4]",5,4,4,4.0
125,"[4, 0, 0, 7, 0, 0, 9, 7, 2, 0, 6, 1, 5, 6, 1, 5, 7, 6, 9, 9]",False,20,"[4, 0, 0, 7, 0, 0, 9, 7, 2, 0, 6, 1, 5, 6, 1, 5, 7, 6, 9, 9]",4,9,9,4.2
126,"[0, 4, 7]",False,3,"[0, 4, 7]",0,7,7,3.6666666666666665
127,"[9, 5, 6, 1, 7, 9, 0, 2, 5]",False,9,"[9, 5, 6, 1, 7, 9, 0, 2, 5]",9,5,5,4.888888888888889
128,"[7, 6, 9, 4, 3, 7, 3]",False,7,"[7, 6, 9, 4, 3, 7, 3]",7,3,3,5.571428571428571
129,"[9, 8, 0, 2, 5, 6, 6, 7, 8]",False,9,"[9, 8, 0, 2, 5, 6, 6, 7, 8]",9,8,8,5.666666666666667
130,"[7, 3, 6, 1, 8, 9, 9, 3, 7, 1, 4, 1, 4, 3, 0]",False,15,"[7, 3, 6, 1, 8, 9, 9, 3, 7, 1, 4, 1, 4, 3, 0]",7,0,0,4.4
131,"[7, 4, 3, 3, 0, 4, 5, 7, 5, 9, 4, 5, 9, 2, 7]",False,15,"[7, 4, 3, 3, 0, 4, 5, 7, 5, 9, 4, 5, 9, 2, 7]",7,7,7,4.933333333333334
132,"[2, 6, 5, 5, 3, 3, 7, 0]",False,8,"[2, 6, 5, 5, 3, 3, 7, 0]",2,0,0,3.875
133,"[9, 8, 0, 0, 5, 4]",False,6,"[9, 8, 0, 0, 5, 4]",9,4,4,4.333333333333333
134,[],True,0,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty or the value is not in the array,error! the array is empty
135,"[6, 0, 4, 9]",False,4,"[6, 0, 4, 9]",6,9,9,4.75
136,"[6, 0, 8, 9, 1, 8, 4, 5, 6, 3, 9]",False,11,"[6, 0, 8, 9, 1, 8, 4, 5, 6, 3, 9]",6,9,9,5.363636363636363
137,"[0, 8, 8, 0, 0, 0, 0, 9, 8]",False,9,"[0, 8, 8, 0, 0, 0, 0, 9, 8]",0,8,8,3.6666666666666665
138,"[2, 6, 6, 3, 9, 1, 8, 2, 4, 0, 1, 5, 9, 9, 6, 2, 3, 1, 0]",False,19,"[2, 6, 6, 3, 9, 1, 8, 2, 4, 0, 1, 5, 9, 9, 6, 2, 3, 1, 0]",2,0,0,4.052631578947368
139,"[2, 4, 1, 8, 9, 7, 8]",False,7,"[2, 4, 1, 8, 9, 7, 8]",2,8,8,5.571428571428571
140,"[6, 8, 5, 8, 2, 6, 6, 2, 1, 9]",False,10,"[6, 8, 5, 8, 2, 6, 6, 2, 1, 9]",6,9,9,5.3
